,artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
183,Eminem,Stan,404106,1,2000,83,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,hip hop
184,Kylie Minogue,Can't Get You out of My Head,230640,0,2001,73,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,pop
185,Kylie Minogue,Can't Get You out of My Head,230640,0,2001,73,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,Dance/Electronic
186,Christina Aguilera,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",264893,0,2001,68,0.76,0.801,5,-3.769,1,0.0534,0.0144,1.49e-05,0.665,0.653,109.919,pop
187,Nelly Furtado,I'm Like A Bird,243160,0,2000,1,0.622,0.608,10,-5.085,1,0.036,0.138,5.38e-06,0.273,0.607,89.661,hip hop
188,Nelly Furtado,I'm Like A Bird,243160,0,2000,1,0.622,0.608,10,-5.085,1,0.036,0.138,5.38e-06,0.273,0.607,89.661,pop
189,Nelly Furtado,I'm Like A Bird,243160,0,2000,1,0.622,0.608,10,-5.085,1,0.036,0.138,5.38e-06,0.273,0.607,89.661,latin
190,Shakira,"Whenever, Wherever",196160,0,2001,74,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,pop
191,Shakira,"Whenever, Wherever",196160,0,2001,74,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,latin
192,Jimmy Eat World,The Middle,165853,0,2001,78,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,rock
193,Jimmy Eat World,The Middle,165853,0,2001,78,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,pop
194,Train,Drops of Jupiter (Tell Me),259933,0,2001,77,0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064,pop
195,Geri Halliwell,It's Raining Men,254640,0,2001,62,0.637,0.929,5,-6.03,0,0.0447,0.063,0.00796,0.318,0.604,136.482,pop
196,Blu Cantrell,Hit 'Em Up Style (Oops!),250706,0,2001,71,0.667,0.773,5,-4.983,0,0.0586,0.201,0.0,0.404,0.667,89.976,pop
197,Blu Cantrell,Hit 'Em Up Style (Oops!),250706,0,2001,71,0.667,0.773,5,-4.983,0,0.0586,0.201,0.0,0.404,0.667,89.976,R&B
198,Britney Spears,I'm a Slave 4 U,203600,0,2001,69,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,pop
199,Kylie Minogue,In Your Eyes,197826,0,2001,62,0.689,0.894,6,-6.342,0,0.0672,0.133,4.72e-05,0.0681,0.709,123.971,pop
200,Kylie Minogue,In Your Eyes,197826,0,2001,62,0.689,0.894,6,-6.342,0,0.0672,0.133,4.72e-05,0.0681,0.709,123.971,Dance/Electronic
201,Missy Elliott,One Minute Man (feat. Ludacris),252986,1,2001,57,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97e-06,0.152,0.57,93.839,hip hop
202,Missy Elliott,One Minute Man (feat. Ludacris),252986,1,2001,57,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97e-06,0.152,0.57,93.839,pop
203,Missy Elliott,One Minute Man (feat. Ludacris),252986,1,2001,57,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97e-06,0.152,0.57,93.839,R&B
204,Mary J. Blige,Family Affair,265866,0,2001,76,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,pop
205,Mary J. Blige,Family Affair,265866,0,2001,76,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,R&B
206,Faithless,We Come 1 - Radio Edit,222435,0,2015,53,0.645,0.903,5,-10.587,0,0.0441,0.00188,0.799,0.147,0.61,135.977,pop
207,Faithless,We Come 1 - Radio Edit,222435,0,2015,53,0.645,0.903,5,-10.587,0,0.0441,0.00188,0.799,0.147,0.61,135.977,Dance/Electronic
208,Limp Bizkit,Rollin' (Air Raid Vehicle),213760,1,2000,73,0.603,0.933,1,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306,metal
209,Lasgo,Something,220973,0,2001,65,0.643,0.981,7,-6.644,0,0.0439,0.0271,8.93e-05,0.11,0.38,140.01,pop
210,iio,Rapture (feat.Nadia Ali),253586,0,2006,54,0.661,0.855,8,-8.403,1,0.0377,0.0722,0.0185,0.199,0.601,123.943,Dance/Electronic
211,Emma Bunton,What Took You So Long?,241000,0,2001,54,0.668,0.772,9,-5.4,0,0.0307,0.123,0.0,0.341,0.911,118.011,pop
212,112,It's Over Now,264933,0,2001,57,0.66,0.71,1,-4.541,1,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988,hip hop
213,112,It's Over Now,264933,0,2001,57,0.66,0.71,1,-4.541,1,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988,pop
214,112,It's Over Now,264933,0,2001,57,0.66,0.71,1,-4.541,1,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988,R&B
215,Blue,All Rise,223546,0,2001,63,0.721,0.737,5,-2.734,0,0.0324,0.121,0.0,0.165,0.931,97.996,pop
216,Jessica Simpson,Irresistible,194026,0,2001,43,0.657,0.965,8,-2.771,0,0.0556,0.0285,8.84e-05,0.0552,0.669,93.013,pop
217,Jessica Simpson,Irresistible,194026,0,2001,43,0.657,0.965,8,-2.771,0,0.0556,0.0285,8.84e-05,0.0552,0.669,93.013,R&B
218,Crazy Town,Butterfly,216733,0,1999,71,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,rock
219,Crazy Town,Butterfly,216733,0,1999,71,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,metal
220,Michael Jackson,You Rock My World,337733,0,2001,64,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0,pop
221,Michael Jackson,You Rock My World,337733,0,2001,64,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0,R&B
222,Eve,Let Me Blow Ya Mind,230133,1,2001,73,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,hip hop
223,Eve,Let Me Blow Ya Mind,230133,1,2001,73,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,pop
224,Eve,Let Me Blow Ya Mind,230133,1,2001,73,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,R&B
225,Jennifer Lopez,Ain't It Funny,246160,0,2001,0,0.707,0.869,5,-4.525,0,0.0481,0.104,0.000121,0.0813,0.621,99.825,hip hop
226,Jennifer Lopez,Ain't It Funny,246160,0,2001,0,0.707,0.869,5,-4.525,0,0.0481,0.104,0.000121,0.0813,0.621,99.825,pop
227,Jennifer Lopez,Ain't It Funny,246160,0,2001,0,0.707,0.869,5,-4.525,0,0.0481,0.104,0.000121,0.0813,0.621,99.825,R&B
228,Brandy,Another Day in Paradise - R&B-Version,271626,0,2002,50,0.7,0.787,6,-5.176,0,0.0327,0.00666,3.68e-05,0.0724,0.556,102.043,hip hop
229,Brandy,Another Day in Paradise - R&B-Version,271626,0,2002,50,0.7,0.787,6,-5.176,0,0.0327,0.00666,3.68e-05,0.0724,0.556,102.043,pop
230,Brandy,Another Day in Paradise - R&B-Version,271626,0,2002,50,0.7,0.787,6,-5.176,0,0.0327,0.00666,3.68e-05,0.0724,0.556,102.043,R&B
231,Nickelback,How You Remind Me,223840,0,2001,78,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,rock
232,Nickelback,How You Remind Me,223840,0,2001,78,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,metal
233,Daft Punk,One More Time,320357,0,2001,76,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,hip hop
234,Daft Punk,One More Time,320357,0,2001,76,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,Dance/Electronic
235,Outkast,Ms. Jackson,270506,1,2000,82,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,hip hop
236,Outkast,Ms. Jackson,270506,1,2000,82,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,pop
237,Fragma,Everytime You Need Me - Radio Version,213346,0,2001,50,0.682,0.917,11,-5.459,0,0.0318,0.15,0.0676,0.34,0.79,137.029,pop
238,Fragma,Everytime You Need Me - Radio Version,213346,0,2001,50,0.682,0.917,11,-5.459,0,0.0318,0.15,0.0676,0.34,0.79,137.029,Dance/Electronic
239,Mariah Carey,Loverboy,229173,0,2001,42,0.721,0.79,1,-4.125,1,0.124,0.183,0.0,0.1,0.821,103.141,pop
240,Mariah Carey,Loverboy,229173,0,2001,42,0.721,0.79,1,-4.125,1,0.124,0.183,0.0,0.1,0.821,103.141,R&B
241,Dido,Thank You,218360,0,1999,73,0.725,0.583,1,-9.942,0,0.0427,0.3,0.000238,0.0665,0.762,79.984,pop
242,Joe,Stutter (feat. Mystikal) - Double Take Remix,213026,0,2000,57,0.767,0.759,6,-6.516,1,0.117,0.0513,0.0,0.31,0.677,89.989,pop
243,Joe,Stutter (feat. Mystikal) - Double Take Remix,213026,0,2000,57,0.767,0.759,6,-6.516,1,0.117,0.0513,0.0,0.31,0.677,89.989,R&B
244,P.O.D.,Youth of the Nation,256240,0,2001,69,0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,rock
245,P.O.D.,Youth of the Nation,256240,0,2001,69,0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,metal
246,Jennifer Lopez,Play,211493,1,2001,57,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,hip hop
247,Jennifer Lopez,Play,211493,1,2001,57,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,pop
248,Jennifer Lopez,Play,211493,1,2001,57,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,R&B
249,Missy Elliott,Get Ur Freak On,211120,1,2001,68,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,hip hop
250,Missy Elliott,Get Ur Freak On,211120,1,2001,68,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,pop
251,Missy Elliott,Get Ur Freak On,211120,1,2001,68,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,R&B
252,Ricky Martin,Nobody Wants to Be Lonely (with Christina Aguilera),252706,0,2008,52,0.635,0.854,10,-5.02,0,0.0612,0.00579,0.0083,0.0623,0.59,100.851,pop
253,Ricky Martin,Nobody Wants to Be Lonely (with Christina Aguilera),252706,0,2008,52,0.635,0.854,10,-5.02,0,0.0612,0.00579,0.0083,0.0623,0.59,100.851,latin
254,Christina Milian,AM To PM,231213,0,2001,60,0.872,0.868,10,-3.036,0,0.12,0.153,2.26e-05,0.843,0.822,105.005,hip hop
255,Christina Milian,AM To PM,231213,0,2001,60,0.872,0.868,10,-3.036,0,0.12,0.153,2.26e-05,0.843,0.822,105.005,pop
256,Christina Milian,AM To PM,231213,0,2001,60,0.872,0.868,10,-3.036,0,0.12,0.153,2.26e-05,0.843,0.822,105.005,R&B
257,Roger Sanchez,Another Chance,452906,0,2000,50,0.61,0.82,3,-10.029,1,0.0312,0.000211,0.146,0.138,0.45,127.993,Dance/Electronic
258,Gorillaz,Clint Eastwood,340920,1,2001,74,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,hip hop
259,2Pac,Until The End Of Time,266506,1,2001,57,0.757,0.706,8,-6.665,1,0.203,0.0267,0.0,0.197,0.375,96.976,hip hop
260,Tamia,Stranger in My House,285386,0,2000,48,0.676,0.601,0,-4.905,1,0.0297,0.103,0.0,0.147,0.206,119.94,pop
261,Tamia,Stranger in My House,285386,0,2000,48,0.676,0.601,0,-4.905,1,0.0297,0.103,0.0,0.147,0.206,119.94,R&B
262,Mary J. Blige,No More Drama,326240,0,2001,61,0.653,0.837,6,-6.818,0,0.124,0.534,7.12e-05,0.0784,0.64,97.914,pop
263,Mary J. Blige,No More Drama,326240,0,2001,61,0.653,0.837,6,-6.818,0,0.124,0.534,7.12e-05,0.0784,0.64,97.914,R&B
264,Jennifer Lopez,Love Don't Cost a Thing,221226,0,2001,67,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,hip hop
265,Jennifer Lopez,Love Don't Cost a Thing,221226,0,2001,67,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,pop
266,Jennifer Lopez,Love Don't Cost a Thing,221226,0,2001,67,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,R&B
267,Jamiroquai,Little L,295400,0,2001,65,0.878,0.724,10,-5.373,0,0.129,0.168,0.0116,0.133,0.904,121.906,pop
268,Case,Missing You,284666,0,2001,55,0.612,0.579,1,-6.417,0,0.0553,0.285,0.0,0.0556,0.716,86.31,hip hop
269,Case,Missing You,284666,0,2001,55,0.612,0.579,1,-6.417,0,0.0553,0.285,0.0,0.0556,0.716,86.31,pop
270,Case,Missing You,284666,0,2001,55,0.612,0.579,1,-6.417,0,0.0553,0.285,0.0,0.0556,0.716,86.31,R&B
271,112,Peaches & Cream,193093,0,2001,63,0.677,0.52,4,-6.255,0,0.334,0.00277,0.0,0.0532,0.768,203.862,hip hop
272,112,Peaches & Cream,193093,0,2001,63,0.677,0.52,4,-6.255,0,0.334,0.00277,0.0,0.0532,0.768,203.862,pop
273,112,Peaches & Cream,193093,0,2001,63,0.677,0.52,4,-6.255,0,0.334,0.00277,0.0,0.0532,0.768,203.862,R&B
274,Five,Let's Dance - Radio Edit,218626,0,2001,47,0.631,0.821,4,-7.853,0,0.0867,0.00876,0.000247,0.293,0.547,118.007,pop
275,Rui Da Silva,Touch Me (Radio Edit) [feat. Cassandra],213133,0,2001,54,0.464,0.922,0,-8.399,1,0.0638,0.124,0.227,0.0546,0.695,129.078,Dance/Electronic
276,Alien Ant Farm,Smooth Criminal,209266,0,2001,75,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,rock
277,Alien Ant Farm,Smooth Criminal,209266,0,2001,75,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,metal
278,Erick Sermon,Music (feat. Marvin Gaye),223133,1,2001,57,0.897,0.466,10,-9.053,0,0.203,0.187,1.35e-06,0.0757,0.884,100.01,hip hop
279,Erick Sermon,Music (feat. Marvin Gaye),223133,1,2001,57,0.897,0.466,10,-9.053,0,0.203,0.187,1.35e-06,0.0757,0.884,100.01,pop
280,D12,Purple Pills,304506,1,2001,68,0.78,0.634,1,-5.941,1,0.16,0.0199,2.98e-05,0.29,0.754,125.25,hip hop
281,D12,Purple Pills,304506,1,2001,68,0.78,0.634,1,-5.941,1,0.16,0.0199,2.98e-05,0.29,0.754,125.25,pop
282,D12,Purple Pills,304506,1,2001,68,0.78,0.634,1,-5.941,1,0.16,0.0199,2.98e-05,0.29,0.754,125.25,rock
283,Usher,Pop Ya Collar - Radio Edit,210813,0,2016,26,0.888,0.8,5,-3.944,0,0.0946,0.0901,2.12e-05,0.229,0.866,106.957,hip hop
284,Usher,Pop Ya Collar - Radio Edit,210813,0,2016,26,0.888,0.8,5,-3.944,0,0.0946,0.0901,2.12e-05,0.229,0.866,106.957,pop
285,Usher,Pop Ya Collar - Radio Edit,210813,0,2016,26,0.888,0.8,5,-3.944,0,0.0946,0.0901,2.12e-05,0.229,0.866,106.957,R&B
286,Madonna,Don't Tell Me,280973,0,2000,53,0.699,0.618,7,-7.338,1,0.0594,0.0502,0.000925,0.0914,0.679,99.965,pop
287,Blue,If You Come Back,207560,0,2001,58,0.582,0.707,10,-4.487,1,0.0319,0.0822,0.0,0.0467,0.701,78.375,pop
288,Atomic Kitten,Eternal Flame - Single Version,195506,0,2001,58,0.578,0.581,0,-6.867,1,0.0318,0.0658,0.0042,0.0674,0.408,83.293,pop
289,Jagged Edge,Where the Party At (feat. Nelly),232573,0,2001,67,0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491,hip hop
290,Jagged Edge,Where the Party At (feat. Nelly),232573,0,2001,67,0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491,pop
291,Jagged Edge,Where the Party At (feat. Nelly),232573,0,2001,67,0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491,R&B
292,Afroman,Because I Got High,197760,1,2001,68,0.802,0.341,7,-8.56,1,0.488,0.169,0.0,0.0783,0.849,166.01,hip hop
293,S Club 7,Don't Stop Movin',233626,0,2001,63,0.822,0.672,7,-6.133,1,0.0329,0.0285,0.0,0.213,0.91,117.033,pop
294,Craig David,Fill Me In,257200,0,2000,60,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,hip hop
295,Craig David,Fill Me In,257200,0,2000,60,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,pop
296,Craig David,Fill Me In,257200,0,2000,60,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,R&B
297,Nelly Furtado,Turn Off The Light,276106,0,2000,1,0.587,0.679,2,-6.26,1,0.0927,0.0839,0.000316,0.413,0.65,180.184,hip hop
298,Nelly Furtado,Turn Off The Light,276106,0,2000,1,0.587,0.679,2,-6.26,1,0.0927,0.0839,0.000316,0.413,0.65,180.184,pop
299,Nelly Furtado,Turn Off The Light,276106,0,2000,1,0.587,0.679,2,-6.26,1,0.0927,0.0839,0.000316,0.413,0.65,180.184,latin
300,The Supermen Lovers,Starlight - Radio Edit,234400,0,2001,61,0.739,0.679,0,-5.079,1,0.0373,0.000424,0.0187,0.389,0.786,127.487,Dance/Electronic
301,Mis-Teeq,All I Want - Sunship Radio Edit,207400,0,2004,46,0.795,0.919,9,-3.07,0,0.0835,0.37,0.00863,0.189,0.96,134.079,pop
302,Mis-Teeq,All I Want - Sunship Radio Edit,207400,0,2004,46,0.795,0.919,9,-3.07,0,0.0835,0.37,0.00863,0.189,0.96,134.079,Dance/Electronic
303,Jagged Edge,Promise,246720,0,2000,56,0.751,0.568,5,-5.431,0,0.0872,0.136,0.0,0.0288,0.646,128.002,hip hop
304,Jagged Edge,Promise,246720,0,2000,56,0.751,0.568,5,-5.431,0,0.0872,0.136,0.0,0.0288,0.646,128.002,pop
305,Jagged Edge,Promise,246720,0,2000,56,0.751,0.568,5,-5.431,0,0.0872,0.136,0.0,0.0288,0.646,128.002,R&B
306,S Club 7,Have You Ever,201533,0,2001,60,0.585,0.702,0,-5.734,1,0.0325,0.538,0.0,0.216,0.51,139.909,pop
307,Enya,Only Time,218546,0,2000,69,0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,World/Traditional
308,Enya,Only Time,218546,0,2000,69,0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,Folk/Acoustic
309,Faith Hill,There You'll Be,222120,0,2001,60,0.321,0.511,8,-7.77,1,0.0306,0.513,0.0,0.127,0.17,128.98,pop
310,Faith Hill,There You'll Be,222120,0,2001,60,0.321,0.511,8,-7.77,1,0.0306,0.513,0.0,0.127,0.17,128.98,country
311,Ronan Keating,Lovin' Each Day,212973,0,2000,58,0.541,0.899,1,-6.261,1,0.0633,0.0178,2.95e-06,0.286,0.829,106.676,pop
312,Ronan Keating,Lovin' Each Day,212973,0,2000,58,0.541,0.899,1,-6.261,1,0.0633,0.0178,2.95e-06,0.286,0.829,106.676,rock
313,Destiny's Child,Bootylicious,207906,0,2001,64,0.84,0.835,1,-4.386,0,0.275,0.00281,1.11e-06,0.152,0.637,103.376,pop
314,Destiny's Child,Bootylicious,207906,0,2001,64,0.84,0.835,1,-4.386,0,0.275,0.00281,1.11e-06,0.152,0.637,103.376,R&B
315,Steps,It's the Way You Make Me Feel,197360,0,2000,53,0.573,0.665,8,-5.081,1,0.0239,0.108,2.09e-06,0.095,0.347,105.006,pop
316,Steps,It's the Way You Make Me Feel,197360,0,2000,53,0.573,0.665,8,-5.081,1,0.0239,0.108,2.09e-06,0.095,0.347,105.006,Dance/Electronic
317,Sunshine Anderson,Heard It All Before,295826,0,2001,56,0.697,0.925,3,-4.209,0,0.216,0.0614,0.0,0.095,0.678,96.951,pop
318,Sunshine Anderson,Heard It All Before,295826,0,2001,56,0.697,0.925,3,-4.209,0,0.216,0.0614,0.0,0.095,0.678,96.951,R&B
319,Lenny Kravitz,Again,231666,0,2000,68,0.55,0.804,2,-5.218,1,0.0271,0.0148,4.33e-05,0.105,0.789,79.166,rock
320,Lenny Kravitz,Again,231666,0,2000,68,0.55,0.804,2,-5.218,1,0.0271,0.0148,4.33e-05,0.105,0.789,79.166,pop
321,Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,162333,0,2002,46,0.836,0.762,7,-5.044,0,0.0598,0.0826,5.48e-05,0.102,0.941,133.592,pop
322,DB Boulevard,Point Of View - Radio Edit,231166,0,2018,0,0.676,0.715,6,-6.854,1,0.0287,0.00284,0.0746,0.0685,0.275,129.006,Dance/Electronic
323,Janet Jackson,All For You,329933,0,2001,65,0.753,0.934,2,-3.011,1,0.0736,0.0174,0.065,0.128,0.73,113.525,pop
324,Janet Jackson,All For You,329933,0,2001,65,0.753,0.934,2,-3.011,1,0.0736,0.0174,0.065,0.128,0.73,113.525,R&B
325,Atomic Kitten,Whole Again,185013,0,2001,66,0.747,0.706,4,-4.653,1,0.0413,0.0844,0.00355,0.174,0.567,94.019,pop
326,Ja Rule,Livin' It Up,257066,0,2001,64,0.874,0.768,6,-4.086,1,0.311,0.0554,0.0,0.041,0.636,106.095,hip hop
327,Ja Rule,Livin' It Up,257066,0,2001,64,0.874,0.768,6,-4.086,1,0.311,0.0554,0.0,0.041,0.636,106.095,pop
328,Ja Rule,Livin' It Up,257066,0,2001,64,0.874,0.768,6,-4.086,1,0.311,0.0554,0.0,0.041,0.636,106.095,R&B
329,Destiny's Child,"Independent Women, Pt. 1",221133,0,2001,65,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954,pop
330,Destiny's Child,"Independent Women, Pt. 1",221133,0,2001,65,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954,R&B
331,DJ Pied Piper & The Masters Of Ceremonies,Do You Really Like It? - Radio Edit,217120,0,2001,54,0.847,0.877,2,-5.424,1,0.0493,0.124,0.0,0.148,0.764,131.044,Dance/Electronic
332,Jennifer Lopez,I'm Real (feat. Ja Rule) - Murder Remix,262133,1,2001,66,0.708,0.587,11,-7.93,0,0.151,0.273,0.0,0.0718,0.554,83.46,hip hop
333,Jennifer Lopez,I'm Real (feat. Ja Rule) - Murder Remix,262133,1,2001,66,0.708,0.587,11,-7.93,0,0.151,0.273,0.0,0.0718,0.554,83.46,pop
334,Jennifer Lopez,I'm Real (feat. Ja Rule) - Murder Remix,262133,1,2001,66,0.708,0.587,11,-7.93,0,0.151,0.273,0.0,0.0718,0.554,83.46,R&B
335,Musiq Soulchild,Love,304666,0,2000,0,0.569,0.385,1,-9.919,0,0.0499,0.342,0.0,0.0876,0.339,99.738,pop
336,Musiq Soulchild,Love,304666,0,2000,0,0.569,0.385,1,-9.919,0,0.0499,0.342,0.0,0.0876,0.339,99.738,R&B
337,So Solid Crew,21 Seconds,302826,1,2001,51,0.607,0.637,1,-11.072,1,0.241,0.0191,0.0,0.124,0.818,137.03,Dance/Electronic
338,Robbie Williams,Eternity,302760,0,2001,48,0.469,0.316,10,-8.106,1,0.0265,0.504,6.04e-06,0.0919,0.199,77.967,pop
339,Robbie Williams,Eternity,302760,0,2001,48,0.469,0.316,10,-8.106,1,0.0265,0.504,6.04e-06,0.0919,0.199,77.967,rock
340,Basement Jaxx,Romeo,217493,0,2001,0,0.713,0.829,2,-4.171,1,0.0491,0.00769,0.00203,0.139,0.844,126.853,pop
341,Basement Jaxx,Romeo,217493,0,2001,0,0.713,0.829,2,-4.171,1,0.0491,0.00769,0.00203,0.139,0.844,126.853,Dance/Electronic
342,Ludacris,Southern Hospitality (Featuring Pharrell),300933,1,2000,54,0.623,0.896,0,-4.719,1,0.247,0.035,0.0,0.0941,0.613,95.158,hip hop
343,Ludacris,Southern Hospitality (Featuring Pharrell),300933,1,2000,54,0.623,0.896,0,-4.719,1,0.247,0.035,0.0,0.0941,0.613,95.158,pop
344,Gabrielle,Rise,219093,0,2001,60,0.558,0.481,8,-9.487,1,0.026,0.315,8.83e-06,0.09,0.631,144.673,pop
345,Gabrielle,Rise,219093,0,2001,60,0.558,0.481,8,-9.487,1,0.026,0.315,8.83e-06,0.09,0.631,144.673,R&B
346,Nelly,Ride Wit Me,291781,1,2000,75,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,hip hop
347,Nelly,Ride Wit Me,291781,1,2000,75,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,pop
348,Nelly,Ride Wit Me,291781,1,2000,75,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,R&B
349,Trick Daddy,I'm a Thug,254400,1,2001,59,0.933,0.561,11,-5.961,1,0.122,0.0275,0.0,0.102,0.586,139.976,hip hop
350,Trick Daddy,I'm a Thug,254400,1,2001,59,0.933,0.561,11,-5.961,1,0.122,0.0275,0.0,0.102,0.586,139.976,pop
351,Travis,Sing,228800,0,2001,68,0.33,0.905,4,-5.047,1,0.0497,0.000233,8.14e-06,0.0712,0.259,163.142,rock
352,Travis,Sing,228800,0,2001,68,0.33,0.905,4,-5.047,1,0.0497,0.000233,8.14e-06,0.0712,0.259,163.142,pop
353,JAY-Z,Izzo (H.O.V.A.),240626,1,2001,63,0.618,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411,hip hop
354,Gabrielle,Out Of Reach,196986,0,2001,69,0.51,0.48,11,-6.567,1,0.0452,0.503,0.0,0.106,0.496,182.862,pop
355,Gabrielle,Out Of Reach,196986,0,2001,69,0.51,0.48,11,-6.567,1,0.0452,0.503,0.0,0.106,0.496,182.862,R&B
356,OPM,Heaven Is a Halfpipe (If I Die),257426,1,2000,56,0.743,0.894,8,-6.886,1,0.0349,0.0755,0.00283,0.367,0.77,95.9,rock
357,K-Ci & JoJo,Crazy,262773,0,2019,30,0.68,0.644,0,-4.507,1,0.0258,0.084,0.0,0.549,0.484,116.097,pop
358,K-Ci & JoJo,Crazy,262773,0,2019,30,0.68,0.644,0,-4.507,1,0.0258,0.084,0.0,0.549,0.484,116.097,R&B
359,Staind,It's Been Awhile,264706,1,2001,64,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,rock
360,Staind,It's Been Awhile,264706,1,2001,64,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,metal
361,3LW,No More (Baby I'ma Do Right),263440,0,2000,56,0.721,0.723,2,-7.08,0,0.0631,0.102,4.4e-06,0.0651,0.761,88.933,pop
362,3LW,No More (Baby I'ma Do Right),263440,0,2000,56,0.721,0.723,2,-7.08,0,0.0631,0.102,4.4e-06,0.0651,0.761,88.933,R&B
363,Ginuwine,Differences,265533,0,2001,65,0.562,0.594,3,-4.578,0,0.0558,0.318,0.0,0.311,0.423,62.876,hip hop
