,duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
97,257360,59,0.348,0.532,-5.882,0.0331,0.592,0.0,0.106,0.148,129.297
1485,227960,2,0.451,0.55,-8.137,0.262,0.0108,0.0,0.0737,0.594,80.001
3111,267066,0,0.903,0.62,-8.094,0.0587,0.00347,0.000119,0.0504,0.539,134.96
2970,223973,68,0.589,0.658,-5.288,0.203,0.0242,0.0,0.118,0.251,77.521
3048,195920,80,0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024
3331,201256,64,0.401,0.872,-3.641,0.314,0.167,0.0,0.362,0.472,104.592
3420,417920,76,0.903,0.675,-3.445,0.214,0.542,1.28e-05,0.0595,0.442,96.507
2400,245040,79,0.604,0.787,-3.674,0.103,0.0679,0.15,0.127,0.301,126.062
2545,157293,66,0.489,0.867,-3.121,0.071,0.025,0.0,0.586,0.409,162.131
2075,216480,71,0.484,0.368,-7.784,0.0341,0.74,3.82e-05,0.118,0.142,92.923
2387,234093,64,0.913,0.603,-4.892,0.226,0.0272,0.000503,0.167,0.497,123.061
307,218546,69,0.418,0.249,-13.744,0.0301,0.841,0.661,0.112,0.213,82.803
196,250706,71,0.667,0.773,-4.983,0.0586,0.201,0.0,0.404,0.667,89.976
3139,212946,63,0.713,0.462,-10.027,0.123,0.192,2.16e-06,0.105,0.0594,133.053
984,326960,67,0.802,0.682,-5.924,0.222,0.111,1.39e-05,0.109,0.586,123.95
373,290320,87,0.908,0.669,-2.827,0.0738,0.00286,0.0,0.237,0.662,112.238
2698,260240,66,0.964,0.605,-6.223,0.179,0.0668,7.78e-06,0.214,0.646,129.994
3384,184732,80,0.753,0.657,-3.061,0.0449,0.171,0.0,0.112,0.437,107.01
561,211666,74,0.735,0.824,-4.143,0.036,0.615,0.0,0.158,0.726,100.202
2929,238426,66,0.736,0.761,-5.449,0.0338,0.0966,0.0,0.0823,0.114,119.999
156,347106,56,0.578,0.894,-5.42,0.0296,0.0103,2.66e-06,0.216,0.741,165.98
299,276106,1,0.587,0.679,-6.26,0.0927,0.0839,0.000316,0.413,0.65,180.184
1730,216520,69,0.717,0.587,-7.296,0.0339,0.0192,0.0,0.0523,0.544,129.954
3024,224813,67,0.592,0.8,-4.931,0.215,0.0561,2.01e-06,0.0775,0.728,89.972
687,214600,0,0.66,0.698,-4.722,0.0302,1.92e-05,0.166,0.0517,0.511,123.005
3496,186080,64,0.755,0.769,-5.658,0.186,0.314,2.38e-06,0.0628,0.642,114.966
2345,225146,75,0.564,0.71,-4.92,0.0461,0.00125,0.0,0.109,0.393,91.972
1102,243053,52,0.478,0.863,-4.914,0.0387,0.0181,0.0,0.111,0.491,92.004
2516,240400,89,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053
3619,288624,78,0.837,0.636,-7.643,0.086,0.0395,0.00125,0.342,0.274,145.972
2512,177685,56,0.76,0.652,-7.321,0.232,0.0348,0.0,0.307,0.759,100.315
3599,113000,76,0.907,0.53,-6.112,0.127,0.0578,2.23e-06,0.101,0.507,135.998
2519,221272,68,0.485,0.724,-4.633,0.0521,0.0736,0.0,0.0631,0.433,128.045
653,236506,67,0.894,0.404,-5.913,0.13,0.453,1.57e-06,0.0801,0.759,102.009
1533,190013,1,0.493,0.849,-6.139,0.0576,0.000337,0.00672,0.355,0.483,127.999
1573,176453,65,0.645,0.984,-7.051,0.0508,0.164,0.00701,0.164,0.553,144.954
2048,205200,18,0.689,0.615,-5.022,0.0563,0.352,0.0,0.0789,0.783,134.036
88,280626,60,0.63,0.95,-4.012,0.0806,0.000915,6.51e-06,0.373,0.858,143.866
2242,227773,63,0.523,0.805,-5.473,0.192,0.0524,0.0,0.0914,0.602,125.358
1880,199186,49,0.524,0.878,-3.108,0.0346,0.0012,0.0,0.098,0.59,130.989
786,185586,81,0.496,0.863,-4.153,0.0381,0.0046,0.0,0.639,0.243,110.018
1544,245520,56,0.756,0.829,-3.973,0.0682,0.003,3.46e-05,0.0578,0.504,120.163
3662,157492,1,0.505,0.428,-5.604,0.221,0.489,0.0,0.0977,0.618,175.813
2574,212560,71,0.573,0.929,-3.942,0.109,0.197,0.000112,0.0567,0.582,127.934
3377,172800,80,0.88,0.428,-8.28,0.206,0.149,5.05e-05,0.114,0.333,100.007
3463,163216,0,0.752,0.764,-4.399,0.038,0.0476,9.44e-05,0.0543,0.582,121.958
1084,241066,1,0.129,0.358,-6.596,0.0314,0.631,0.0,0.0886,0.172,75.048
1618,204733,0,0.715,0.665,-7.736,0.0502,0.0996,0.0,0.224,0.84,78.502
1819,239986,71,0.839,0.804,-2.513,0.0329,0.0192,0.0,0.331,0.888,122.973
2679,259934,72,0.814,0.622,-7.573,0.0492,0.000132,0.72,0.0658,0.726,119.976
1715,238506,63,0.849,0.599,-8.164,0.227,0.00301,0.000249,0.0763,0.761,126.003
2347,219026,62,0.787,0.666,-4.475,0.0485,0.0409,1.91e-05,0.296,0.485,140.008
186,264893,68,0.76,0.801,-3.769,0.0534,0.0144,1.49e-05,0.665,0.653,109.919
3312,223962,59,0.929,0.723,-5.792,0.109,0.0672,0.0,0.346,0.458,125.022
343,300933,54,0.623,0.896,-4.719,0.247,0.035,0.0,0.0941,0.613,95.158
3575,189052,1,0.738,0.861,-4.141,0.237,0.318,0.00182,0.325,0.58,131.98
368,216360,61,0.537,0.858,-4.903,0.0349,0.000966,0.0,0.0812,0.502,124.599
1031,258666,65,0.568,0.732,-4.896,0.103,0.179,4.92e-06,0.401,0.626,186.048
1578,208106,73,0.644,0.939,-3.486,0.0456,0.157,0.0,0.233,0.861,106.031
3643,250533,81,0.61,0.624,-4.773,0.309,0.6,2.12e-06,0.243,0.244,176.169
144,236866,49,0.313,0.831,-3.894,0.0404,0.000127,0.000341,0.24,0.332,152.034
1305,273333,35,0.467,0.921,-4.554,0.045,5.48e-05,0.0566,0.176,0.501,132.013
752,190173,68,0.62,0.93,-3.685,0.0374,0.00043,0.0,0.0686,0.609,106.22
1303,213173,64,0.559,0.688,-6.496,0.114,0.216,0.0,0.0855,0.578,79.753
1221,273973,50,0.906,0.633,-5.316,0.19,0.000182,8.34e-06,0.058,0.779,84.021
264,221226,67,0.786,0.842,-5.115,0.0707,0.00305,3.54e-06,0.473,0.685,97.577
2824,269946,53,0.716,0.67,-5.779,0.194,0.251,0.0,0.109,0.124,86.01
2120,195466,42,0.578,0.857,-3.78,0.041,0.00548,0.00162,0.0948,0.188,126.979
260,285386,48,0.676,0.601,-4.905,0.0297,0.103,0.0,0.147,0.206,119.94
1699,240426,58,0.731,0.563,-4.046,0.131,0.191,0.00042,0.296,0.452,184.009
2047,205200,18,0.689,0.615,-5.022,0.0563,0.352,0.0,0.0789,0.783,134.036
3159,226738,73,0.713,0.802,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001
2738,231211,70,0.559,0.777,-5.031,0.0432,0.31,0.0,0.105,0.329,87.016
559,193466,81,0.899,0.713,-2.752,0.366,0.255,0.0,0.0708,0.777,90.051
389,222546,60,0.955,0.839,-3.399,0.127,0.0934,0.000175,0.099,0.825,108.955
2805,204280,80,0.484,0.731,-6.694,0.0379,0.431,0.0,0.151,0.51,101.654
132,228140,56,0.808,0.982,-6.588,0.0311,0.0585,0.00689,0.35,0.961,124.999
525,206093,65,0.783,0.649,-4.127,0.0322,0.0209,0.00482,0.067,0.665,103.997
1353,198567,0,0.537,0.937,-4.543,0.0523,0.00102,0.035,0.0917,0.324,124.938
1850,193213,67,0.426,0.584,-5.293,0.296,0.0383,0.0,0.188,0.272,193.437
1673,220053,58,0.458,0.445,-8.391,0.361,0.64,0.0,0.118,0.447,82.82
3151,205879,72,0.852,0.553,-7.286,0.187,0.0559,0.0,0.332,0.656,142.079
146,253626,57,0.664,0.396,-9.131,0.0298,0.52,0.0,0.268,0.453,102.053
3149,205879,72,0.852,0.553,-7.286,0.187,0.0559,0.0,0.332,0.656,142.079
17,238759,1,0.617,0.728,-7.932,0.0292,0.0328,0.0482,0.36,0.808,139.066
662,209533,48,0.831,0.695,-6.491,0.109,0.194,1.24e-05,0.309,0.722,132.817
1019,283454,50,0.9,0.515,-6.626,0.372,0.00341,0.0,0.111,0.659,84.995
401,275026,0,0.641,0.72,-5.209,0.0336,0.0688,0.00286,0.193,0.418,92.988
3604,202333,57,0.786,0.658,-2.61,0.0661,0.0856,0.0,0.0689,0.458,170.037
1971,268053,53,0.693,0.891,-3.261,0.296,0.0281,0.0,0.143,0.532,91.1
3572,169353,82,0.652,0.557,-5.714,0.0318,0.74,0.0,0.124,0.483,150.073
1735,242200,66,0.742,0.468,-5.557,0.0625,0.0465,0.0,0.826,0.369,86.443
3517,217288,74,0.704,0.859,-4.877,0.0996,0.0185,0.0,0.0215,0.926,105.115
616,231920,3,0.741,0.469,-7.627,0.0805,0.00601,0.447,0.306,0.313,123.904
107,219240,58,0.666,0.968,-3.196,0.046,0.123,0.0,0.347,0.834,135.099
1488,240493,68,0.457,0.719,-3.921,0.0323,0.191,0.0,0.228,0.168,142.034
1146,238920,73,0.677,0.671,-4.905,0.0361,0.004,5.07e-05,0.413,0.527,137.046
1360,199853,64,0.764,0.751,-3.74,0.0703,0.00554,0.000237,0.164,0.418,91.977
1668,219920,69,0.793,0.859,-3.774,0.0332,0.266,0.000356,0.133,0.964,129.911
2007,172053,61,0.752,0.836,-3.173,0.115,0.0843,0.000425,0.424,0.519,120.003
1767,227533,64,0.48,0.486,-5.754,0.0447,0.046,0.0,0.107,0.265,80.051
3322,214866,0,0.718,0.609,-4.699,0.043,0.281,3.29e-05,0.234,0.497,122.95
971,230493,73,0.688,0.835,-4.162,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858
360,264706,64,0.509,0.774,-4.054,0.0338,0.00189,0.000549,0.143,0.0824,116.529
1025,226863,67,0.904,0.813,-7.105,0.121,0.0311,0.00697,0.0471,0.81,125.461
1215,233973,42,0.825,0.876,-6.556,0.211,0.00928,1.2e-05,0.205,0.48,120.066
357,262773,30,0.68,0.644,-4.507,0.0258,0.084,0.0,0.549,0.484,116.097
1853,221920,62,0.672,0.62,-4.865,0.0422,0.123,0.0,0.362,0.627,78.005
463,254493,58,0.412,0.77,-6.057,0.18,0.462,1.5e-06,0.0485,0.418,101.955
2159,190786,65,0.446,0.9,-3.541,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961
432,239266,58,0.723,0.84,-3.523,0.0608,0.0619,0.0,0.0945,0.827,94.332
1525,246053,75,0.949,0.79,-5.957,0.0756,0.00437,0.0,0.0816,0.807,117.002
2607,271426,0,0.523,0.78,-3.464,0.0753,0.0366,0.0,0.0751,0.193,128.006
2942,280757,68,0.383,0.43,-8.644,0.0302,0.817,1.04e-06,0.0869,0.174,107.005
1832,210973,55,0.597,0.684,-6.614,0.0321,0.00481,0.105,0.317,0.435,130.99
2589,206373,59,0.512,0.828,-4.672,0.0454,0.00627,8.73e-06,0.119,0.34,124.021
985,256346,61,0.8,0.496,-7.135,0.0506,0.000298,0.0,0.0697,0.357,128.29
2634,252866,73,0.509,0.538,-7.335,0.0572,0.385,0.0,0.104,0.244,75.089
562,211666,74,0.735,0.824,-4.143,0.036,0.615,0.0,0.158,0.726,100.202
2084,288670,0,0.687,0.865,-4.663,0.0349,0.0743,0.225,0.0966,0.261,117.015
2683,231906,62,0.67,0.476,-6.253,0.0406,0.328,0.0,0.104,0.235,96.975
3147,202149,46,0.683,0.91,-1.231,0.0515,0.0553,4.78e-06,0.336,0.674,124.977
2711,224506,21,0.603,0.861,-3.565,0.0325,0.0215,0.043,0.1,0.72,127.962
83,243666,52,0.829,0.652,-8.693,0.108,0.067,0.0,0.0812,0.726,99.581
2201,213337,65,0.507,0.665,-7.598,0.0474,0.0144,0.0,0.0759,0.4,126.879
1844,250453,70,0.57,0.717,-4.914,0.029,0.00967,0.0,0.0833,0.321,111.91
937,191826,57,0.553,0.756,-4.583,0.108,0.0923,0.0,0.215,0.605,94.487
797,257333,66,0.833,0.515,-5.0,0.0462,0.347,0.00156,0.116,0.4,97.007
2948,199314,55,0.336,0.664,-5.68,0.102,0.166,1.31e-06,0.0575,0.294,186.394
2693,189399,66,0.76,0.886,-5.356,0.0258,0.0219,7.43e-06,0.623,0.78,123.002
1201,219320,65,0.441,0.815,-4.088,0.0276,0.000731,0.0,0.414,0.522,164.007
2362,166866,0,0.676,0.935,-4.55,0.0692,0.357,0.0,0.853,0.85,96.055
285,210813,26,0.888,0.8,-3.944,0.0946,0.0901,2.12e-05,0.229,0.866,106.957
2032,233560,57,0.325,0.848,-5.611,0.279,0.0109,0.0,0.124,0.433,100.093
1130,305080,56,0.53,0.597,-5.652,0.0247,0.00275,0.473,0.105,0.346,96.0
2549,292586,66,0.544,0.728,-5.358,0.05,0.00264,0.00959,0.427,0.281,174.983
1688,175093,68,0.667,0.954,-3.462,0.0817,0.0296,0.0,0.331,0.807,114.03
1352,198567,0,0.537,0.937,-4.543,0.0523,0.00102,0.035,0.0917,0.324,124.938
643,293666,52,0.527,0.808,-4.749,0.295,0.176,0.0,0.169,0.907,87.025
2160,190786,65,0.446,0.9,-3.541,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961
1672,220053,58,0.458,0.445,-8.391,0.361,0.64,0.0,0.118,0.447,82.82
113,257200,60,0.682,0.744,-6.981,0.0365,0.376,0.00951,0.06,0.827,132.493
519,231066,58,0.534,0.543,-6.857,0.0245,0.579,0.0,0.112,0.418,78.996
1435,252040,69,0.616,0.91,-3.004,0.0386,0.0459,0.0,0.343,0.693,144.072
1568,221840,69,0.674,0.695,-8.636,0.278,0.0387,0.00202,0.194,0.773,151.486
2356,204956,0,0.847,0.769,-5.761,0.258,0.0145,0.00012,0.0767,0.626,126.017
3628,190440,76,0.726,0.554,-5.29,0.0917,0.0421,0.0,0.106,0.335,169.999
3676,174444,69,0.59,0.642,-3.87,0.122,0.0771,0.0,0.105,0.651,107.356
1674,206000,51,0.438,0.906,-4.8,0.0438,0.0191,0.0,0.373,0.684,161.905
2789,198306,64,0.65,0.786,-5.488,0.0463,0.019,0.0,0.323,0.446,124.96
2866,219043,76,0.636,0.815,-5.098,0.0581,0.0185,0.0,0.163,0.636,123.063
960,238493,28,0.878,0.699,-5.897,0.132,0.0345,3.37e-06,0.755,0.666,104.838
3700,200593,69,0.847,0.678,-8.635,0.109,0.0669,0.0,0.274,0.811,97.984
3078,197933,77,0.664,0.714,-6.645,0.111,0.0353,8.42e-06,0.0843,0.71,101.969
885,336506,57,0.6,0.641,-4.237,0.0423,0.0498,1.49e-06,0.0982,0.642,163.153
912,238733,74,0.557,0.533,-6.817,0.0252,0.0492,0.0,0.205,0.233,143.994
664,224440,72,0.646,0.813,-3.846,0.299,0.349,9.37e-05,0.0427,0.895,92.729
3449,184153,82,0.566,0.366,-12.808,0.028,0.113,0.181,0.155,0.237,129.959
1017,230133,52,0.837,0.658,-8.013,0.126,0.000213,0.122,0.243,0.586,95.027
2127,281106,51,0.786,0.709,-5.737,0.0395,0.0192,0.00118,0.0845,0.285,122.019
2093,262146,73,0.751,0.736,-4.168,0.156,0.0206,0.0,0.265,0.352,130.014
3109,267066,0,0.903,0.62,-8.094,0.0587,0.00347,0.000119,0.0504,0.539,134.96
2508,258342,81,0.641,0.922,-4.457,0.0786,0.0291,0.0,0.0862,0.847,146.078
2670,177685,56,0.76,0.652,-7.321,0.232,0.0348,0.0,0.307,0.759,100.315
3497,221653,1,0.777,0.779,-4.449,0.0972,0.0543,0.0,0.636,0.768,94.023
2802,226580,55,0.733,0.676,-5.655,0.0432,0.0697,0.0,0.208,0.701,97.448
2790,267866,80,0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97
2327,199480,67,0.707,0.861,-4.225,0.316,0.1,0.0,0.191,0.795,130.021
2521,210840,79,0.504,0.785,-4.802,0.104,0.0738,0.0,0.239,0.502,173.968
5,224493,78,0.551,0.913,-4.063,0.0466,0.0263,1.35e-05,0.347,0.544,119.992
1567,221840,69,0.674,0.695,-8.636,0.278,0.0387,0.00202,0.194,0.773,151.486
2185,197935,77,0.722,0.851,-3.873,0.0639,0.0319,0.0,0.108,0.452,126.885
3167,198293,78,0.765,0.356,-5.556,0.195,0.223,0.0,0.0963,0.189,96.991
324,329933,65,0.753,0.934,-3.011,0.0736,0.0174,0.065,0.128,0.73,113.525
2573,212560,71,0.573,0.929,-3.942,0.109,0.197,0.000112,0.0567,0.582,127.934
805,206106,63,0.97,0.72,-3.347,0.149,0.0369,0.000389,0.326,0.962,107.17
1945,276560,68,0.692,0.736,-5.109,0.11,0.0324,0.0,0.0787,0.217,73.987
221,337733,64,0.854,0.673,-3.132,0.185,0.038,0.000227,0.255,0.955,95.0
2128,252306,81,0.671,0.939,-3.206,0.161,0.191,0.0,0.298,0.53,129.024
167,207506,68,0.607,0.82,-7.754,0.0597,0.0541,6.8e-05,0.269,0.768,126.988
820,235186,56,0.737,0.697,-3.716,0.254,0.0756,0.0,0.359,0.662,104.917
2467,251626,69,0.658,0.677,-6.628,0.0393,0.248,0.0,0.368,0.248,124.91
2338,233478,85,0.726,0.698,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994
94,274226,60,0.746,0.443,-7.693,0.0771,0.282,0.0,0.14,0.272,119.311
75,215466,49,0.727,0.445,-11.241,0.291,0.339,0.0,0.18,0.527,81.125
2416,206666,58,0.831,0.667,-8.438,0.188,0.0103,0.0,0.35,0.339,95.073
1606,244266,57,0.774,0.653,-5.158,0.05,0.0912,0.0,0.151,0.818,120.01
436,222560,59,0.859,0.625,-4.234,0.13,0.0296,0.0,0.0537,0.71,102.072
1121,287906,69,0.514,0.898,-6.765,0.0577,0.00488,0.0345,0.0746,0.353,123.067
1190,229360,57,0.938,0.735,-6.382,0.0434,0.00952,0.0,0.0998,0.55,103.7
3480,181263,73,0.922,0.581,-7.495,0.27,0.00104,5.86e-05,0.105,0.595,140.022
15,271333,75,0.713,0.678,-3.525,0.102,0.273,0.0,0.149,0.734,138.009
2081,212506,51,0.589,0.893,-2.948,0.0397,0.0273,0.0,0.343,0.94,92.011
3099,205593,57,0.756,0.589,-5.093,0.232,0.0812,0.0,0.176,0.811,146.928
3528,214253,54,0.813,0.701,-4.428,0.0449,0.178,0.0,0.0962,0.758,110.009
861,276800,61,0.765,0.821,-5.926,0.183,0.0918,0.0,0.217,0.962,162.519
3280,212027,4,0.745,0.593,-6.35,0.0526,0.00522,5.25e-06,0.123,0.17,111.002
3272,177000,0,0.906,0.625,-6.779,0.0903,0.000243,3.23e-05,0.0975,0.423,150.018
3606,131213,72,0.63,0.63,-6.211,0.0395,0.0131,0.0,0.142,0.163,80.512
2034,181826,63,0.61,0.836,-4.455,0.0573,0.00374,0.0,0.358,0.657,126.056
1505,231400,80,0.918,0.609,-5.64,0.0791,0.0928,0.0,0.139,0.304,128.008
310,222120,60,0.321,0.511,-7.77,0.0306,0.513,0.0,0.127,0.17,128.98
1401,246600,64,0.811,0.757,-6.447,0.23,0.298,0.0,0.103,0.565,130.993
2902,219305,73,0.781,0.728,-4.981,0.0621,0.0509,1.94e-06,0.257,0.395,102.99
3107,183414,70,0.632,0.575,-6.478,0.029,0.0225,1.81e-06,0.104,0.188,90.037
2890,230613,79,0.579,0.736,-3.863,0.0527,0.31,0.0,0.198,0.613,127.999
93,274226,60,0.746,0.443,-7.693,0.0771,0.282,0.0,0.14,0.272,119.311
1823,198440,77,0.871,0.701,-5.594,0.0458,0.257,7.52e-06,0.0589,0.716,126.975
476,268800,63,0.66,0.707,-5.758,0.208,0.397,0.0,0.211,0.761,89.279
803,223000,67,0.826,0.647,-6.306,0.0491,0.0277,1.52e-06,0.298,0.872,102.017
879,265026,61,0.513,0.826,-3.651,0.132,0.106,0.0,0.0675,0.889,76.91
1989,212106,3,0.657,0.695,-4.493,0.0321,0.0108,0.0,0.0822,0.683,65.997
474,264653,58,0.791,0.863,-6.118,0.151,0.317,1.13e-06,0.27,0.742,97.035
160,219093,60,0.558,0.481,-9.487,0.026,0.315,8.83e-06,0.09,0.631,144.673
2476,214013,67,0.696,0.893,-2.963,0.076,0.0662,0.0,0.473,0.573,97.954
3247,213946,1,0.876,0.669,-6.054,0.138,0.163,0.0,0.185,0.682,124.007
2248,239613,70,0.591,0.889,-3.839,0.115,0.0189,0.0,0.155,0.65,143.067
1022,224253,63,0.891,0.439,-7.994,0.428,0.0351,0.0,0.0932,0.622,77.499
2299,199680,65,0.704,0.793,-2.266,0.0591,0.0488,0.0,0.575,0.412,127.96
1468,238266,57,0.772,0.59,-6.957,0.183,0.0917,0.0,0.101,0.743,83.998
1711,204640,74,0.72,0.672,-6.852,0.0551,0.009,0.0,0.232,0.705,124.986
845,263506,56,0.755,0.381,-6.696,0.0711,0.291,5.13e-06,0.0974,0.695,73.108
2378,223266,0,0.612,0.748,-5.014,0.0445,0.617,0.0,0.167,0.574,120.052
1542,267080,77,0.835,0.669,-5.582,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668
3123,195200,75,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052
2707,204160,80,0.581,0.963,-4.087,0.0981,0.0295,0.0,0.139,0.788,129.992
2749,224293,0,0.69,0.845,-4.676,0.0339,0.0193,0.0,0.101,0.638,114.948
1930,222920,74,0.563,0.75,-4.496,0.127,0.113,0.0,0.0788,0.812,173.906
511,245133,73,0.839,0.706,-6.104,0.199,0.208,0.0,0.242,0.839,96.673
2204,195373,78,0.684,0.607,-8.127,0.1,0.0267,0.000307,0.191,0.498,81.001
2710,194561,73,0.794,0.51,-7.314,0.42,0.0505,1.81e-06,0.0562,0.18,167.879
3342,189466,0,0.744,0.739,-5.35,0.0387,0.00459,0.0,0.306,0.649,104.99
1177,226293,65,0.826,0.67,-5.559,0.169,0.00798,0.0,0.495,0.794,74.007
2391,202533,78,0.421,0.873,-4.343,0.0564,0.0654,0.0,0.123,0.629,84.786
955,209493,75,0.675,0.479,-9.87,0.0278,0.633,1.76e-05,0.088,0.454,81.998
1914,208426,67,0.567,0.707,-5.455,0.0818,0.541,0.000176,0.1,0.751,171.917
1892,199693,80,0.755,0.837,-2.718,0.142,0.0991,0.0,0.289,0.714,120.028
523,211506,60,0.597,0.97,-5.972,0.0502,0.000385,0.205,0.133,0.717,114.999
1869,241920,57,0.613,0.634,-3.472,0.0339,0.0178,0.0,0.0639,0.37,144.953
1437,203506,76,0.459,0.891,-5.057,0.0623,0.00511,0.0,0.106,0.588,154.837
567,225426,50,0.669,0.873,-4.315,0.0494,0.00204,0.0,0.137,0.827,88.029
3395,214846,81,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994
1161,303053,71,0.787,0.799,-4.68,0.0993,0.189,0.0,0.3,0.835,143.052
346,291781,75,0.85,0.7,-6.49,0.0478,0.0616,1.8e-06,0.244,0.722,101.875
3187,202221,1,0.657,0.739,-4.081,0.274,0.141,0.0,0.178,0.543,181.994
2744,264946,72,0.841,0.522,-5.963,0.049,0.0168,1.37e-06,0.188,0.616,99.059
923,223440,76,0.662,0.507,-8.238,0.118,0.257,0.0,0.0465,0.676,86.412
860,276800,61,0.765,0.821,-5.926,0.183,0.0918,0.0,0.217,0.962,162.519
1655,206413,62,0.699,0.699,-5.564,0.0737,0.358,0.0,0.0912,0.611,94.977
1018,230133,52,0.837,0.658,-8.013,0.126,0.000213,0.122,0.243,0.586,95.027
1739,256213,65,0.621,0.923,-3.124,0.0321,0.00645,7.28e-05,0.108,0.716,127.973
1807,270306,66,0.76,0.524,-7.67,0.0323,0.0542,0.5,0.112,0.112,119.603
489,206466,53,0.519,0.874,-5.122,0.034,0.0524,0.0,0.243,0.572,96.072
130,234826,59,0.655,0.791,-8.923,0.0302,0.1,0.000124,0.334,0.862,118.981
209,220973,65,0.643,0.981,-6.644,0.0439,0.0271,8.93e-05,0.11,0.38,140.01
338,302760,48,0.469,0.316,-8.106,0.0265,0.504,6.04e-06,0.0919,0.199,77.967
2206,238693,69,0.392,0.839,-1.921,0.193,0.158,0.0,0.3,0.232,168.001
1443,238360,58,0.808,0.721,-5.165,0.213,0.197,0.0,0.205,0.773,94.955
1873,326186,57,0.588,0.877,-4.78,0.16,0.00952,0.0,0.171,0.645,155.165
1400,246600,64,0.811,0.757,-6.447,0.23,0.298,0.0,0.103,0.565,130.993
2379,223266,0,0.612,0.748,-5.014,0.0445,0.617,0.0,0.167,0.574,120.052
1605,244266,57,0.774,0.653,-5.158,0.05,0.0912,0.0,0.151,0.818,120.01
2344,225146,75,0.564,0.71,-4.92,0.0461,0.00125,0.0,0.109,0.393,91.972
2909,262693,73,0.713,0.526,-5.046,0.032,0.00767,0.000148,0.124,0.131,131.05
3324,237733,69,0.562,0.8,-5.404,0.112,0.0814,0.0,0.199,0.471,95.029
3068,212106,78,0.468,0.627,-5.085,0.0476,0.0281,7.97e-06,0.11,0.159,179.642
3476,194680,59,0.631,0.649,-5.892,0.0385,0.0817,3.8e-06,0.0934,0.421,93.95
3055,196000,62,0.916,0.804,-3.406,0.049,0.37,1.18e-05,0.0812,0.538,120.028
1972,268053,53,0.693,0.891,-3.261,0.296,0.0281,0.0,0.143,0.532,91.1
423,248933,52,0.611,0.654,-4.823,0.139,0.372,0.00432,0.0926,0.609,105.922
896,224933,57,0.68,0.847,-6.636,0.108,0.0217,0.0,0.0374,0.75,176.051
2984,250285,74,0.432,0.781,-4.038,0.0567,0.041,4.21e-06,0.0789,0.197,139.432
546,268693,40,0.443,0.769,-5.529,0.0312,0.00138,0.0,0.0677,0.17,147.973
2577,238826,61,0.807,0.702,-6.594,0.0748,0.307,0.0,0.111,0.447,114.038
2369,206413,79,0.707,0.924,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937
835,182626,68,0.881,0.774,-6.068,0.0439,0.00986,0.0346,0.206,0.759,112.968
1346,212360,58,0.94,0.743,-5.166,0.0475,0.317,0.0,0.0909,0.932,118.988
3687,190946,80,0.579,0.904,-2.729,0.0618,0.193,0.0,0.064,0.681,82.014
693,260333,67,0.53,0.768,-5.611,0.0284,0.00385,0.0,0.103,0.374,148.095
3511,213993,72,0.477,0.61,-5.628,0.144,0.225,0.0,0.107,0.358,79.882
38,352173,54,0.522,0.803,-5.825,0.0327,0.00117,0.00167,0.31,0.0783,135.205
1013,236813,54,0.94,0.713,-5.308,0.127,0.0319,0.00076,0.325,0.666,112.955
3025,169773,70,0.552,0.689,-6.444,0.0425,0.0915,0.0,0.27,0.349,99.961
1939,218106,59,0.395,0.876,-3.859,0.138,0.0173,8.46e-06,0.362,0.567,124.638
1977,242013,0,0.845,0.601,-5.283,0.161,0.0205,0.0,0.385,0.329,74.008
2933,213427,73,0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992
704,218760,48,0.638,0.54,-6.849,0.0473,0.506,0.0,0.157,0.352,143.772
740,278693,61,0.769,0.646,-6.653,0.199,0.0566,0.0,0.406,0.433,90.079
3070,197815,0,0.674,0.71,-7.042,0.111,0.343,6.71e-06,0.129,0.234,101.983
136,233933,78,0.545,0.865,-5.708,0.0286,0.00664,1.1e-05,0.168,0.543,99.009
842,197186,45,0.752,0.722,-4.207,0.104,0.0108,0.000536,0.0753,0.612,169.131
2578,238826,61,0.807,0.702,-6.594,0.0748,0.307,0.0,0.111,0.447,114.038
1088,208199,60,0.455,0.929,-3.295,0.0494,0.0875,0.0,0.226,0.484,89.782
3609,256971,72,0.767,0.709,-4.47,0.336,0.323,0.0,0.0745,0.72,171.993
3502,173720,62,0.733,0.892,-3.641,0.0417,0.0376,0.0,0.137,0.675,95.989
3053,208373,79,0.532,0.869,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803
